JayID,Jays.USFWBand,Sex,AgeKnown,NatalNest,FBreeder,Jays_1.USFWBand,MBreeder,Jays_2.USFWBand,HatchDate,MeasDate,Expr1,LastObsDate,FldgDate
PWZ-,1453-39086,F,Y,MUME911,-SBL,1043-80168,SAP-,1433-93088,4/6/1991,4/17/1991,11,10/13/1992,4/22/1991
OnZ-,1453-39087,M,Y,MUME911,-SBL,1043-80168,SAP-,1433-93088,4/6/1991,4/17/1991,11,10/13/1992,4/22/1991
WYZ-,1453-39108,F,Y,WWSX911,-SPP,1043-80187,=SBG,1053-14402,4/14/1991,4/25/1991,11,8/17/1993,5/4/1991
RYZ-,1453-39109,F,Y,WWSX911,-SPP,1043-80187,=SBG,1053-14402,4/14/1991,4/25/1991,11,8/17/1993,5/4/1991
GnZ-,1453-39110,M,Y,WWSX911,-SPP,1043-80187,=SBG,1053-14402,4/14/1991,4/25/1991,11,8/17/1993,5/4/1991
PZ-W,1013-63313,F,Y,WWSX921,-SPP,1043-80187,-SOF,1043-80142,5/1/1992,5/12/1992,11,8/17/1993,5/18/1992
Z-BO,1453-63562,,Y,WWSX932,-SPP,1043-80187,-PGZ,1053-56766,4/19/1993,4/30/1993,11,8/17/1993,5/8/1993
Z-PO,1453-63563,F,Y,WWSX932,-SPP,1043-80187,-PGZ,1053-56766,4/19/1993,4/30/1993,11,8/17/1993,5/8/1993
Z-On,1453-63564,,Y,WWSX932,-SPP,1043-80187,-PGZ,1053-56766,4/19/1993,4/30/1993,11,8/17/1993,5/8/1993
Z-LO,1453-63565,F,Y,WWSX932,-SPP,1043-80187,-PGZ,1053-56766,4/19/1993,4/30/1993,11,8/17/1993,5/8/1993
LBZ-,1453-39088,M,Y,WSIX911,-SOL,1043-80193,-SOF,1043-80142,4/6/1991,4/17/1991,11,5/10/1991,4/24/1991
FBZ-,1453-39089,M,Y,WSIX911,-SOL,1043-80193,-SOF,1043-80142,4/6/1991,4/17/1991,11,5/10/1991,4/24/1991
ABZ-,1453-39090,F,Y,WSIX911,-SOL,1043-80193,-SOF,1043-80142,4/6/1991,4/17/1991,11,5/10/1991,4/24/1991
YZ-F,1013-63364,F,Y,NMID922,=SFY,1043-80255,=SLB,1043-80240,5/14/1992,5/25/1992,11,1/13/1995,5/31/1992
BZ-n,1013-63365,,Y,NMID922,=SFY,1043-80255,=SLB,1043-80240,5/14/1992,5/25/1992,11,1/13/1995,5/31/1992
PZ-F,1013-63366,F,Y,NMID922,=SFY,1043-80255,=SLB,1043-80240,5/14/1992,5/25/1992,11,1/13/1995,5/31/1992
-OGZ,1053-56767,,Y,RUSS901,F-CB,1043-80278,G-CP,1043-80276,4/9/1990,4/20/1990,11,###############################################################################################################################################################################################################################################################,4/29/1990
-LGZ,1053-56768,,Y,RUSS901,F-CB,1043-80278,G-CP,1043-80276,4/9/1990,4/20/1990,11,###############################################################################################################################################################################################################################################################,4/29/1990
C-AR,1063-43582,F,Y,POLA032,-ZRB,1043-90524,fHW-C,1603-51812,5/19/2003,5/30/2003,11,5/14/2008,6/4/2003
CLn-,1603-17499,F,Y,POLA072,-ZRB,1043-90524,fHW-C,1603-51812,4/19/2007,4/30/2007,11,5/14/2008,5/7/2007
CFH-,1603-17500,M,Y,POLA072,-ZRB,1043-90524,fHW-C,1603-51812,4/19/2007,4/30/2007,11,5/14/2008,5/7/2007
CAn-,1603-51101,M,Y,POLA072,-ZRB,1043-90524,fHW-C,1603-51812,4/19/2007,4/30/2007,11,5/14/2008,5/7/2007
-GCO,1603-16699,F,Y,POLA062,-ZRB,1043-90524,fHW-C,1603-51812,4/11/2006,4/22/2006,11,5/14/2008,4/28/2006
-HCO,1603-16700,M,Y,POLA062,-ZRB,1043-90524,fHW-C,1603-51812,4/11/2006,4/22/2006,11,5/14/2008,4/28/2006
-BCO,1603-17201,M,Y,POLA062,-ZRB,1043-90524,fHW-C,1603-51812,4/11/2006,4/22/2006,11,5/14/2008,4/28/2006
-PCO,1603-17202,M,Y,POLA062,-ZRB,1043-90524,fHW-C,1603-51812,4/11/2006,4/22/2006,11,5/14/2008,4/28/2006
H-CAW,1603-51763,F,Y,POLA082,-ZRB,1043-90524,fHW-C,1603-51812,5/7/2008,5/18/2008,11,5/14/2008,5/25/2008
-CnR,1603-51764,F,Y,POLA082,-ZRB,1043-90524,fHW-C,1603-51812,5/7/2008,5/18/2008,11,5/14/2008,5/25/2008
H-CAG,1603-51765,F,Y,POLA082,-ZRB,1043-90524,fHW-C,1603-51812,5/7/2008,5/18/2008,11,5/14/2008,5/25/2008
-CnY,1603-51766,M,Y,POLA082,-ZRB,1043-90524,fHW-C,1603-51812,5/7/2008,5/18/2008,11,5/14/2008,5/25/2008
OCB-,1573-97943,F,Y,POLA052,-ZRB,1043-90524,fHW-C,1603-51812,4/16/2005,4/27/2005,11,5/14/2008,4/30/2005
LCB-,1573-97944,M,Y,POLA052,-ZRB,1043-90524,fHW-C,1603-51812,4/16/2005,4/27/2005,11,5/14/2008,4/30/2005
FCB-,1573-97945,F,Y,POLA052,-ZRB,1043-90524,fHW-C,1603-51812,4/16/2005,4/27/2005,11,5/14/2008,4/30/2005
ACn-,1573-97946,M,Y,POLA052,-ZRB,1043-90524,fHW-C,1603-51812,4/16/2005,4/27/2005,11,5/14/2008,4/30/2005
-ZFn,1043-90511,,Y,TP11982,W-LQ,1043-90531,W-OQ,1043-90530,4/25/1998,5/6/1998,11,###############################################################################################################################################################################################################################################################,5/12/1998
-WCG,1603-16663,F,Y,WSIX061,-ZFR,1043-90533,RR-C,1513-50111,4/7/2006,4/18/2006,11,5/11/2011,4/25/2006
-RCG,1603-16664,F,Y,WSIX061,-ZFR,1043-90533,RR-C,1513-50111,4/7/2006,4/18/2006,11,5/11/2011,4/25/2006
-GCG,1603-16665,M,Y,WSIX061,-ZFR,1043-90533,RR-C,1513-50111,4/7/2006,4/18/2006,11,5/11/2011,4/25/2006
WCH-,1573-97911,M,Y,WSIX051,-ZFR,1043-90533,RR-C,1513-50111,4/10/2005,4/21/2005,11,5/11/2011,4/30/2005
RCH-,1573-97912,F,Y,WSIX051,-ZFR,1043-90533,RR-C,1513-50111,4/10/2005,4/21/2005,11,5/11/2011,4/30/2005
GCH-,1573-97913,F,Y,WSIX051,-ZFR,1043-90533,RR-C,1513-50111,4/10/2005,4/21/2005,11,5/11/2011,4/30/2005
HCn-,1573-97914,M,Y,WSIX051,-ZFR,1043-90533,RR-C,1513-50111,4/10/2005,4/21/2005,11,5/11/2011,4/30/2005
CH-R,1573-65923,F,Y,WSIX041,-ZFR,1043-90533,RR-C,1513-50111,4/1/2004,4/12/2004,11,5/11/2011,4/19/2004
CB-R,1573-65924,M,Y,WSIX041,-ZFR,1043-90533,RR-C,1513-50111,4/1/2004,4/12/2004,11,5/11/2011,4/19/2004
CP-R,1573-65925,M,Y,WSIX041,-ZFR,1043-90533,RR-C,1513-50111,4/1/2004,4/12/2004,11,5/11/2011,4/19/2004
CWA-,1603-51149,M,Y,WSIX072,-ZFR,1043-90533,RR-C,1513-50111,5/18/2007,5/29/2007,11,5/11/2011,6/4/2007
CRA-,1603-51150,F,Y,WSIX072,-ZFR,1043-90533,RR-C,1513-50111,5/18/2007,5/29/2007,11,5/11/2011,6/4/2007
-CPW,1603-51502,M,Y,WSIX082,-ZFR,1043-90533,RR-C,1513-50111,4/5/2008,4/16/2008,11,5/11/2011,4/23/2008
-CPR,1603-51514,M,Y,WSIX082,-ZFR,1043-90533,RR-C,1513-50111,4/5/2008,4/16/2008,11,5/11/2011,4/23/2008
-CPG,1603-51515,M,Y,WSIX082,-ZFR,1043-90533,RR-C,1513-50111,4/5/2008,4/16/2008,11,5/11/2011,4/23/2008
AC-L,1063-42840,M,Y,WSIX022,-ZFR,1043-90533,RR-C,1513-50111,4/4/2002,4/15/2002,11,5/11/2011,4/22/2002
RC-n,1063-42841,M,Y,WSIX022,-ZFR,1043-90533,RR-C,1513-50111,4/4/2002,4/15/2002,11,5/11/2011,4/22/2002
GC-n,1063-42842,M,Y,WSIX022,-ZFR,1043-90533,RR-C,1513-50111,4/4/2002,4/15/2002,11,5/11/2011,4/22/2002
BO-Q,1603-51868,M,Y,MERL091,-ZFR,1043-90533,CfH=L,1713-49396,4/21/2009,5/2/2009,11,5/11/2011,5/9/2009
AAQ-,1713-49271,M,Y,PINS112,-ZFR,1043-90533,-CGB,1603-51187,5/11/2011,5/22/2011,11,5/11/2011,5/28/2011
ZOL-,1163-68214,,Y,SCOB972,-RGZ,1043-90543,Z-GY,1453-63530,5/16/1997,5/27/1997,11,6/15/1999,6/3/1997
ZLL-,1163-68215,,Y,SCOB972,-RGZ,1043-90543,Z-GY,1453-63530,5/16/1997,5/27/1997,11,6/15/1999,6/3/1997
ZFn-,1163-68216,,Y,SCOB972,-RGZ,1043-90543,Z-GY,1453-63530,5/16/1997,5/27/1997,11,6/15/1999,6/3/1997
ZAn-,1163-68217,,Y,SCOB972,-RGZ,1043-90543,Z-GY,1453-63530,5/16/1997,5/27/1997,11,6/15/1999,6/3/1997
Fn-C,1513-50165,F,Y,SCOB993,-RGZ,1043-90543,Z-GY,1453-63530,4/7/1999,4/18/1999,11,6/15/1999,4/23/1999
AY-C,1513-50166,F,Y,SCOB993,-RGZ,1043-90543,Z-GY,1453-63530,4/7/1999,4/18/1999,11,6/15/1999,4/23/1999
Z-WB,1453-63546,,Y,SCOB931,-RGZ,1043-90543,-SAO,1043-80139,4/15/1993,4/26/1993,11,6/15/1999,5/5/1993
Z-RB,1453-63547,M,Y,SCOB931,-RGZ,1043-90543,-SAO,1043-80139,4/15/1993,4/26/1993,11,6/15/1999,5/5/1993
Z-GB,1453-63548,F,Y,SCOB931,-RGZ,1043-90543,-SAO,1043-80139,4/15/1993,4/26/1993,11,6/15/1999,5/5/1993
Z-YB,1453-63549,F,Y,SCOB931,-RGZ,1043-90543,-SAO,1043-80139,4/15/1993,4/26/1993,11,6/15/1999,5/5/1993
AZ-G,1013-63316,M,Y,SFLA921,-YSL,1433-92986,L-GC,1053-56664,5/3/1992,5/14/1992,11,6/15/1998,5/18/1992
-YZG,1453-78275,,Y,SFLA961,-YSL,1433-92986,L-GC,1053-56664,4/13/1996,4/24/1996,11,6/15/1998,5/1/1996
-BZn,1453-78276,,Y,SFLA961,-YSL,1433-92986,L-GC,1053-56664,4/13/1996,4/24/1996,11,6/15/1998,5/1/1996
-PZn,1453-78277,,Y,SFLA961,-YSL,1433-92986,L-GC,1053-56664,4/13/1996,4/24/1996,11,6/15/1998,5/1/1996
WZY-,1453-78108,M,Y,SFLA951,-YSL,1433-92986,L-GC,1053-56664,4/14/1995,4/25/1995,11,6/15/1998,5/3/1995
RZn-,1453-78109,,Y,SFLA951,-YSL,1433-92986,L-GC,1053-56664,4/14/1995,4/25/1995,11,6/15/1998,5/3/1995
Z-WL,1453-63518,M,Y,SFLA931,-YSL,1433-92986,L-GC,1053-56664,4/5/1993,4/16/1993,11,6/15/1998,4/25/1993
Z-RL,1453-63519,F,Y,SFLA931,-YSL,1433-92986,L-GC,1053-56664,4/5/1993,4/16/1993,11,6/15/1998,4/25/1993
Z-Gn,1453-63520,,Y,SFLA931,-YSL,1433-92986,L-GC,1053-56664,4/5/1993,4/16/1993,11,6/15/1998,4/25/1993
Z-Yn,1453-63521,,Y,SFLA931,-YSL,1433-92986,L-GC,1053-56664,4/5/1993,4/16/1993,11,6/15/1998,4/25/1993
-ZWY,1043-90512,,Y,SFLA981,-YSL,1433-92986,K-FZW,1063-43191,4/27/1998,5/8/1998,11,6/15/1998,5/17/1998
-ZRY,1043-90513,,Y,SFLA981,-YSL,1433-92986,K-FZW,1063-43191,4/27/1998,5/8/1998,11,6/15/1998,5/17/1998
-ZGY,1043-90571,F,Y,SFLA981,-YSL,1433-92986,K-FZW,1063-43191,4/27/1998,5/8/1998,11,6/15/1998,5/17/1998
AW-Z,1053-56660,F,Y,SFLA892,-YSL,1433-92986,L-GC,1053-56664,5/17/1989,5/28/1989,11,6/15/1998,6/4/1989
ZWR-,1043-44220,F,Y,SFLA971,-YSL,1433-92986,L-GC,1053-56664,4/1/1997,4/12/1997,11,6/15/1998,4/19/1997
ZRn-,1043-44221,,Y,SFLA971,-YSL,1433-92986,L-GC,1053-56664,4/1/1997,4/12/1997,11,6/15/1998,4/19/1997
ZGR-,1043-44222,M,Y,SFLA971,-YSL,1433-92986,L-GC,1053-56664,4/1/1997,4/12/1997,11,6/15/1998,4/19/1997
ZW-n,1453-72728,,Y,SFLA942,-YSL,1433-92986,L-GC,1053-56664,4/9/1994,4/20/1994,11,6/15/1998,4/26/1994
ZR-B,1453-72729,M,Y,SFLA942,-YSL,1433-92986,L-GC,1053-56664,4/9/1994,4/20/1994,11,6/15/1998,4/26/1994
ZG-n,1453-72730,,Y,SFLA942,-YSL,1433-92986,L-GC,1053-56664,4/9/1994,4/20/1994,11,6/15/1998,4/26/1994
ZY-n,1453-72731,,Y,SFLA942,-YSL,1433-92986,L-GC,1053-56664,4/9/1994,4/20/1994,11,6/15/1998,4/26/1994
FWC-,1513-50918,F,Y,JERE011,R-RQ,1043-90573,Z-WY,1513-50330,4/12/2001,4/23/2001,11,8/9/2001,4/29/2001
AWC-,1513-50919,F,Y,JERE011,R-RQ,1043-90573,Z-WY,1513-50330,4/12/2001,4/23/2001,11,8/9/2001,4/29/2001
-YnC,1513-50725,M,Y,VALL002,R-YQ,1043-90575,-BZR,1453-78267,4/11/2000,4/22/2000,11,8/13/2002,4/28/2000
-BYC,1513-50726,M,Y,VALL002,R-YQ,1043-90575,-BZR,1453-78267,4/11/2000,4/22/2000,11,8/13/2002,4/28/2000
-PYC,1513-50727,F,Y,VALL002,R-YQ,1043-90575,-BZR,1453-78267,4/11/2000,4/22/2000,11,8/13/2002,4/28/2000
BC-A,1063-42872,F,Y,VALL022,R-YQ,1043-90575,-BZR,1453-78267,4/8/2002,4/19/2002,11,8/13/2002,4/26/2002
PC-A,1063-42873,M,Y,VALL022,R-YQ,1043-90575,-BZR,1453-78267,4/8/2002,4/19/2002,11,8/13/2002,4/26/2002
OY-Z,1053-56703,,Y,WNUR892,-SF_,1053-14408,P-LC,1053-14440,5/19/1989,5/30/1989,11,###############################################################################################################################################################################################################################################################,6/7/1989
YB-Z,1053-56668,F,Y,TOMB892,P-PC,1053-14437,O-WC,1053-14438,5/17/1989,5/28/1989,11,###############################################################################################################################################################################################################################################################,6/6/1989
BB-Z,1053-56669,M,Y,TOMB892,P-PC,1053-14437,O-WC,1053-14438,5/17/1989,5/28/1989,11,###############################################################################################################################################################################################################################################################,6/6/1989
PB-Z,1053-56670,F,Y,TOMB892,P-PC,1053-14437,O-WC,1053-14438,5/17/1989,5/28/1989,11,###############################################################################################################################################################################################################################################################,6/6/1989
WP-Z,1053-56514,F,Y,CTRN891,P-OC,1053-14439,SA-L,1423-42825,4/8/1989,4/19/1989,11,10/17/1993,4/29/1989
RP-Z,1053-56515,M,Y,CTRN891,P-OC,1053-14439,SA-L,1423-42825,4/8/1989,4/19/1989,11,10/17/1993,4/29/1989
GP-Z,1053-56516,M,Y,CTRN891,P-OC,1053-14439,SA-L,1423-42825,4/8/1989,4/19/1989,11,10/17/1993,4/29/1989
OWZ=,1453-39042,M,Y,CURY911,P-OC,1053-14439,SF-A,1433-87421,3/29/1991,4/9/1991,11,10/17/1993,4/16/1991
RnZ-,1453-39043,M,Y,CURY911,P-OC,1053-14439,SF-A,1433-87421,3/29/1991,4/9/1991,11,10/17/1993,4/16/1991
OZ-n,1013-63302,,Y,LOCK921,P-OC,1053-14439,WSL-,1433-87424,4/27/1992,5/8/1992,11,10/17/1993,5/16/1992
LZ-n,1013-63303,,Y,LOCK921,P-OC,1053-14439,WSL-,1433-87424,4/27/1992,5/8/1992,11,10/17/1993,5/16/1992
FZ-W,1013-63304,,Y,LOCK921,P-OC,1053-14439,WSL-,1433-87424,4/27/1992,5/8/1992,11,10/17/1993,5/16/1992
OOZ-,1453-39126,F,Y,LOOP911,-SOA,1053-14442,-FSO,1433-92983,4/20/1991,5/1/1991,11,3/12/1993,5/7/1991
LOZ-,1453-39127,F,Y,LOOP911,-SOA,1053-14442,-FSO,1433-92983,4/20/1991,5/1/1991,11,3/12/1993,5/7/1991
FnZ-,1453-39128,F,Y,LOOP911,-SOA,1053-14442,-FSO,1433-92983,4/20/1991,5/1/1991,11,3/12/1993,5/7/1991
WOZ-,1453-39077,F,Y,SCOB911,=SGW,1053-14450,-SAO,1043-80139,4/4/1991,4/15/1991,11,###############################################################################################################################################################################################################################################################,4/20/1991
LR-Z,1053-56545,M,Y,ARCT891,O-GC,1053-14471,GSR=,1433-92936,4/12/1989,4/23/1989,11,8/15/1989,5/6/1989
Fn-Z,1053-56546,,Y,ARCT891,O-GC,1053-14471,GSR=,1433-92936,4/12/1989,4/23/1989,11,8/15/1989,5/6/1989
An-Z,1053-56547,,Y,ARCT891,O-GC,1053-14471,GSR=,1433-92936,4/12/1989,4/23/1989,11,8/15/1989,5/6/1989
Z-WR,1453-63509,M,Y,SIXS931,O-YC,1053-14473,RSA-,1453-39196,3/30/1993,4/10/1993,11,11/18/1993,4/17/1993
Z-RR,1453-63510,M,Y,SIXS931,O-YC,1053-14473,RSA-,1453-39196,3/30/1993,4/10/1993,11,11/18/1993,4/17/1993
Z-GR,1453-63511,,Y,SIXS931,O-YC,1053-14473,RSA-,1453-39196,3/30/1993,4/10/1993,11,11/18/1993,4/17/1993
Z-YR,1453-63512,,Y,SIXS931,O-YC,1053-14473,RSA-,1453-39196,3/30/1993,4/10/1993,11,11/18/1993,4/17/1993
OZ-W,1013-63369,M,Y,SIXS921,O-YC,1053-14473,RSA-,1453-39196,5/15/1992,5/26/1992,11,11/18/1993,5/29/1992
LZ-n,1013-63370,,Y,SIXS921,O-YC,1053-14473,RSA-,1453-39196,5/15/1992,5/26/1992,11,11/18/1993,5/29/1992
FZ-n,1013-63371,,Y,SIXS921,O-YC,1053-14473,RSA-,1453-39196,5/15/1992,5/26/1992,11,11/18/1993,5/29/1992
YRZ-,1453-39102,F,Y,SIXS911,O-YC,1053-14473,RSA-,1453-39196,4/11/1991,4/22/1991,11,11/18/1993,4/29/1991
BRZ-,1453-39103,F,Y,SIXS911,O-YC,1053-14473,RSA-,1453-39196,4/11/1991,4/22/1991,11,11/18/1993,4/29/1991
PRZ-,1453-39104,F,Y,SIXS911,O-YC,1053-14473,RSA-,1453-39196,4/11/1991,4/22/1991,11,11/18/1993,4/29/1991
WZn-,1453-78181,,Y,ELIN953,-SGA,1053-14498,-SWA,1053-14420,5/30/1995,6/10/1995,11,6/13/1995,6/15/1995
RZY-,1453-78182,F,Y,ELIN953,-SGA,1053-14498,-SWA,1053-14420,5/30/1995,6/10/1995,11,6/13/1995,6/15/1995
GZY-,1453-78183,F,Y,ELIN953,-SGA,1053-14498,-SWA,1053-14420,5/30/1995,6/10/1995,11,6/13/1995,6/15/1995
Z-WF,1453-63595,F,Y,ELIN933,-SGA,1053-14498,-SWA,1053-14420,5/8/1993,5/19/1993,11,6/13/1995,5/26/1993
Z-Rn,1453-63596,,Y,ELIN933,-SGA,1053-14498,-SWA,1053-14420,5/8/1993,5/19/1993,11,6/13/1995,5/26/1993
Z-GF,1453-63597,F,Y,ELIN933,-SGA,1053-14498,-SWA,1053-14420,5/8/1993,5/19/1993,11,6/13/1995,5/26/1993
YnZ-,1453-39155,F,Y,ELIN912,-SGA,1053-14498,-SWA,1053-14420,5/18/1991,5/29/1991,11,6/13/1995,6/4/1991
BnZ-,1453-39156,F,Y,ELIN912,-SGA,1053-14498,-SWA,1053-14420,5/18/1991,5/29/1991,11,6/13/1995,6/4/1991
BZR-,1453-78167,,Y,BEND953,O-PC,1053-14500,S-FP,1423-42714,5/15/1995,5/26/1995,11,4/10/1997,5/31/1995
PZR-,1453-78168,M,Y,BEND953,O-PC,1053-14500,S-FP,1423-42714,5/15/1995,5/26/1995,11,4/10/1997,5/31/1995
OZn-,1453-78169,,Y,BEND953,O-PC,1053-14500,S-FP,1423-42714,5/15/1995,5/26/1995,11,4/10/1997,5/31/1995
Z-BL,1453-63591,F,Y,BEND933,O-PC,1053-14500,S-FP,1423-42714,5/7/1993,5/18/1993,11,4/10/1997,5/25/1993
Z-PL,1453-63592,M,Y,BEND933,O-PC,1053-14500,S-FP,1423-42714,5/7/1993,5/18/1993,11,4/10/1997,5/25/1993
Z-OL,1453-63593,M,Y,BEND933,O-PC,1053-14500,S-FP,1423-42714,5/7/1993,5/18/1993,11,4/10/1997,5/25/1993
Z-LL,1453-63594,F,Y,BEND933,O-PC,1053-14500,S-FP,1423-42714,5/7/1993,5/18/1993,11,4/10/1997,5/25/1993
YnZ-,1453-39123,M,Y,BEND911,O-PC,1053-14500,S-FP,1423-42714,4/17/1991,4/28/1991,11,4/10/1997,5/5/1991
BBZ-,1453-39124,M,Y,BEND911,O-PC,1053-14500,S-FP,1423-42714,4/17/1991,4/28/1991,11,4/10/1997,5/5/1991
PBZ-,1453-39125,M,Y,BEND911,O-PC,1053-14500,S-FP,1423-42714,4/17/1991,4/28/1991,11,4/10/1997,5/5/1991
ZO-B,1453-72760,F,Y,BEND941,O-PC,1053-14500,S-FP,1423-42714,4/20/1994,5/1/1994,11,4/10/1997,5/5/1994
ZWn-,1163-68202,F,Y,XRDS974,O-PC,1053-14500,G-PM,1453-72701,4/27/1997,5/8/1997,11,4/10/1997,5/13/1997
ZRn-,1163-68203,,Y,XRDS974,O-PC,1053-14500,G-PM,1453-72701,4/27/1997,5/8/1997,11,4/10/1997,5/13/1997
ZGn-,1163-68204,,Y,XRDS974,O-PC,1053-14500,G-PM,1453-72701,4/27/1997,5/8/1997,11,4/10/1997,5/13/1997
-ZBG,1043-90507,,Y,WNUR981,WO-Z,1053-56506,ZO-P,1453-72795,4/24/1998,5/5/1998,11,5/23/1998,5/12/1998
-ZPG,1043-90508,,Y,WNUR981,WO-Z,1053-56506,ZO-P,1453-72795,4/24/1998,5/5/1998,11,5/23/1998,5/12/1998
-ZOG,1043-90509,,Y,WNUR981,WO-Z,1053-56506,ZO-P,1453-72795,4/24/1998,5/5/1998,11,5/23/1998,5/12/1998
-ZLG,1043-90510,,Y,WNUR981,WO-Z,1053-56506,ZO-P,1453-72795,4/24/1998,5/5/1998,11,5/23/1998,5/12/1998
WRZ-,1453-39096,M,Y,YTRE912,YA-Z,1053-56624,G-BC,1453-39000,4/10/1991,4/21/1991,11,12/13/1991,4/26/1991
RRZ-,1453-39097,F,Y,YTRE912,YA-Z,1053-56624,G-BC,1453-39000,4/10/1991,4/21/1991,11,12/13/1991,4/26/1991
GRZ-,1453-39098,F,Y,YTRE912,YA-Z,1053-56624,G-BC,1453-39000,4/10/1991,4/21/1991,11,12/13/1991,4/26/1991
ZW-R,1453-72717,,Y,N7RD941,FY-Z,1053-56672,-SW_,,4/6/1994,4/17/1994,11,2/12/1995,4/22/1994
ZR-R,1453-72718,,Y,N7RD941,FY-Z,1053-56672,-SW_,,4/6/1994,4/17/1994,11,2/12/1995,4/22/1994
Z-AF,1453-63514,M,Y,N7RD932,FY-Z,1053-56672,-SW_,,3/31/1993,4/11/1993,11,2/12/1995,4/18/1993
Z-Yn,1453-63664,,Y,N7RD933,FY-Z,1053-56672,-SW_,,5/20/1993,5/31/1993,11,2/12/1995,6/3/1993
Z-Bn,1453-63665,,Y,N7RD933,FY-Z,1053-56672,-SW_,,5/20/1993,5/31/1993,11,2/12/1995,6/3/1993
Z-LP,1453-63666,M,Y,N7RD933,FY-Z,1053-56672,-SW_,,5/20/1993,5/31/1993,11,2/12/1995,6/3/1993
-OZB,1453-78295,,Y,BIGL961,=SPB,1053-56686,G-AM,1453-57408,4/16/1996,4/27/1996,11,4/10/1997,5/4/1996
-LZB,1453-78296,F,Y,BIGL961,=SPB,1053-56686,G-AM,1453-57408,4/16/1996,4/27/1996,11,4/10/1997,5/4/1996
-FZB,1063-43488,F,Y,BIGL961,=SPB,1053-56686,G-AM,1453-57408,4/16/1996,4/27/1996,11,4/10/1997,5/4/1996
BZW-,1453-78156,,Y,BIGL952,=SPB,1053-56686,G-AM,1453-57408,5/10/1995,5/21/1995,11,4/10/1997,5/27/1995
PZW-,1453-78157,F,Y,BIGL952,=SPB,1053-56686,G-AM,1453-57408,5/10/1995,5/21/1995,11,4/10/1997,5/27/1995
OZW-,1453-78158,F,Y,BIGL952,=SPB,1053-56686,G-AM,1453-57408,5/10/1995,5/21/1995,11,4/10/1997,5/27/1995
ZF-R,1453-72726,,Y,BIGL941,=SPB,1053-56686,G-AM,1453-57408,4/9/1994,4/20/1994,11,4/10/1997,4/27/1994
ZA-R,1453-72727,,Y,BIGL941,=SPB,1053-56686,G-AM,1453-57408,4/9/1994,4/20/1994,11,4/10/1997,4/27/1994
BPZ-,1453-39091,M,Y,CABS911,=SPB,1053-56686,-SWF,1043-80143,4/9/1991,4/20/1991,11,4/10/1997,4/28/1991
PPZ-,1453-39092,F,Y,CABS911,=SPB,1053-56686,-SWF,1043-80143,4/9/1991,4/20/1991,11,4/10/1997,4/28/1991
Z-OW,1453-63507,F,Y,PLOT931,=SPB,1053-56686,G-AM,1453-57408,3/26/1993,4/6/1993,11,4/10/1997,4/14/1993
Z-Ln,1453-63508,,Y,PLOT931,=SPB,1053-56686,G-AM,1453-57408,3/26/1993,4/6/1993,11,4/10/1997,4/14/1993
Gn-Z,1053-56539,,Y,HUFT891,Y-FC,1053-56711,G-BZ,1423-42673,4/11/1989,4/22/1989,11,###############################################################################################################################################################################################################################################################,4/28/1989
Yn-Z,1053-56540,,Y,HUFT891,Y-FC,1053-56711,G-BZ,1423-42673,4/11/1989,4/22/1989,11,###############################################################################################################################################################################################################################################################,4/28/1989
Bn-Z,1053-56541,,Y,HUFT891,Y-FC,1053-56711,G-BZ,1423-42673,4/11/1989,4/22/1989,11,###############################################################################################################################################################################################################################################################,4/28/1989
Pn-Z,1053-56542,,Y,HUFT891,Y-FC,1053-56711,G-BZ,1423-42673,4/11/1989,4/22/1989,11,###############################################################################################################################################################################################################################################################,4/28/1989
Z-WW,1453-63501,M,Y,XRDS931,G-YC,1053-56723,-SAY,1323-63736,3/24/1993,4/4/1993,11,9/13/1997,4/12/1993
Z-RW,1453-63502,M,Y,XRDS931,G-YC,1053-56723,-SAY,1323-63736,3/24/1993,4/4/1993,11,9/13/1997,4/12/1993
OPZ-,1453-39093,F,Y,XRDS911,G-YC,1053-56723,-SAY,1323-63736,4/8/1991,4/19/1991,11,9/13/1997,4/26/1991
LnZ-,1453-39094,F,Y,XRDS911,G-YC,1053-56723,-SAY,1323-63736,4/8/1991,4/19/1991,11,9/13/1997,4/26/1991
FPZ-,1453-39095,F,Y,XRDS911,G-YC,1053-56723,-SAY,1323-63736,4/8/1991,4/19/1991,11,9/13/1997,4/26/1991
FZW-,1063-48661,F,Y,XRDS952,G-YC,1053-56723,G-PM,1453-72701,4/30/1995,5/11/1995,11,9/13/1997,5/17/1995
LZW-,1453-78143,,Y,XRDS952,G-YC,1053-56723,G-PM,1453-72701,4/30/1995,5/11/1995,11,9/13/1997,5/17/1995
AZn-,1453-78145,,Y,XRDS952,G-YC,1053-56723,G-PM,1453-72701,4/30/1995,5/11/1995,11,9/13/1997,5/17/1995
WZ-n,1013-63308,,Y,XRDS921,G-YC,1053-56723,-SAY,1323-63736,4/30/1992,5/11/1992,11,9/13/1997,5/16/1992
RZ-n,1013-63309,,Y,XRDS921,G-YC,1053-56723,-SAY,1323-63736,4/30/1992,5/11/1992,11,9/13/1997,5/16/1992
ZY-B,1453-72740,M,Y,XRDS941,G-YC,1053-56723,G-PM,1453-72701,4/12/1994,4/23/1994,11,9/13/1997,5/1/1994
